"OTU"	"Phylum"	"Class"	"Family"	"Genus"	"BP"	"BS"	"CH"	"CS"	"RH"	"RT"
"2943"	"ASV4901"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	NA	0	0.000129617720800786	0	7.05614294202297e-05	1.22549687089799e-05	0
"2944"	"ASV4902"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	3.09672283756324e-05	3.72236309158739e-05	4.0471863848861e-05	2.21964177281305e-05	2.23546846871725e-05	0
"2945"	"ASV4903"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiaceae"	"Candidatus_Megaira"	7.18976158322545e-05	1.22955858846674e-05	5.97184801306488e-05	8.20301925795488e-06	0	0
"2946"	"ASV4904"	"Proteobacteria"	"Deltaproteobacteria"	"Polyangiaceae"	"Pajaroellobacter"	0	3.07052885394958e-05	4.57678391852638e-05	7.31839654127549e-05	0	0
"2947"	"ASV4905"	"Actinobacteria"	"Thermoleophilia"	"67-14"	NA	6.90911286210455e-05	0	1.40926450485492e-05	7.58524803528525e-05	1.88327463794045e-05	0
"2948"	"ASV4908"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	8.28759333858875e-05	0	3.55737862589619e-05	0	2.67861926105823e-05	0
"2949"	"ASV4909"	"Planctomycetes"	"Phycisphaerae"	"CPla-3_termite_group"	NA	5.91516588751444e-05	1.33774790140798e-05	0	2.80743680269812e-05	8.92873087019411e-06	0
"2950"	"ASV4910"	"Acidobacteria"	"Acidobacteriia"	"Solibacteraceae_(Subgroup_3)"	"Candidatus_Solibacter"	2.6996929099315e-05	4.09543944943656e-05	0	0.000140174964772206	0	0
"2951"	"ASV4912"	"Proteobacteria"	"Deltaproteobacteria"	"Sandaracinaceae"	"Sandaracinus"	8.36874982818293e-05	8.19705725644494e-06	5.02637540637736e-05	4.57571469094229e-05	0	0
"2952"	"ASV4913"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	NA	0	4.2827640244647e-05	4.38298246596798e-05	7.96204201061812e-05	0	0
"2953"	"ASV4915"	"Bacteroidetes"	"Ignavibacteria"	"BSV26"	NA	8.80552987276009e-06	7.40543973474391e-05	4.5202985281287e-05	2.38305173605319e-05	0	0
"2954"	"ASV4917"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	4.06051845417607e-05	5.9420422638674e-05	0	5.28292707329082e-05	0	0
"2955"	"ASV4918"	"Planctomycetes"	"Planctomycetacia"	"Pirellulaceae"	"Pir4_lineage"	4.18087510942134e-05	0	7.09644302620716e-06	0.000101052242692045	0	0
"2956"	"ASV4919"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiaceae"	NA	4.9210613357858e-05	0	1.95152183220697e-05	4.2181373734173e-05	0	0
"2957"	"ASV492"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadaceae"	"Sphingomonas"	0	0	0.000528982422351286	0	0.00081967901853388	0.00184506234389429
"2958"	"ASV4920"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	NA	7.07009494127493e-05	0	0	0.000109024092001824	0	0
"2959"	"ASV4921"	"Verrucomicrobia"	"Verrucomicrobiae"	"Chthoniobacteraceae"	"Candidatus_Udaeobacter"	2.68823063565756e-05	0	7.476805163654e-05	2.45089186665084e-05	0	0
"2960"	"ASV4923"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiaceae"	"Lechevalieria"	3.67026352492109e-05	0	1.0902314417615e-05	0	2.90338173349153e-05	6.69782701882811e-05
"2961"	"ASV4925"	"Acidobacteria"	"Blastocatellia_(Subgroup_4)"	"Blastocatellaceae"	"JGI_0001001-H03"	0.000118943972484278	0	5.72734874481061e-05	0	1.44647959740528e-05	0
"2962"	"ASV4926"	"Proteobacteria"	"Deltaproteobacteria"	"Haliangiaceae"	"Haliangium"	0	4.97185927649504e-06	0.00012757775912072	0	3.4829603421428e-05	0
"2963"	"ASV4927"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	0	0	5.2738695285827e-05	0	4.64792838283519e-05	9.06493168864292e-05
"2964"	"ASV4928"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcaceae"	"Methylocaldum"	2.19455749740643e-05	0	0.000166229905251483	0	9.30612128023595e-06	0
"2965"	"ASV493"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadaceae"	"Altererythrobacter"	0.00179684359342256	0.000436936934998771	0.000530010050903486	0.000349839534111037	0.000116049419298957	0
"2966"	"ASV4931"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfarculaceae"	NA	4.95789588433944e-05	6.18100815293035e-05	2.87464475850509e-05	4.21939634183835e-05	0	0
"2967"	"ASV4933"	"Acidobacteria"	"Thermoanaerobaculia"	"Thermoanaerobaculaceae"	"Subgroup_10"	2.86156696470619e-05	0.000119377134052873	3.01614324592181e-05	2.79559536069188e-05	6.17182515527926e-06	0
"2968"	"ASV4934"	"Acidobacteria"	"Thermoanaerobaculia"	"Thermoanaerobaculaceae"	"Subgroup_10"	0	3.06180001611474e-05	2.41029739544304e-05	0.000111777780097218	1.23436503105585e-05	0
"2969"	"ASV4936"	"Proteobacteria"	"Deltaproteobacteria"	"Sandaracinaceae"	NA	0.00014592347266089	0	0	0	0	0
"2970"	"ASV494"	"Acidobacteria"	"Blastocatellia_(Subgroup_4)"	"Pyrinomonadaceae"	"RB41"	0.00152880725527806	0.000486379069432034	0.000220415050750671	0.000678914194789668	0.000218482846759562	0
"2971"	"ASV4940"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadaceae"	"Sphingomonas"	0	8.26732510829494e-05	3.042017871855e-05	4.27395618390492e-05	0	0
"2972"	"ASV4942"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	NA	9.26792896201039e-05	0	1.95585185584684e-05	0	0	0
"2973"	"ASV4943"	"Actinobacteria"	"Actinobacteria"	"Microbacteriaceae"	"Galbitalea"	7.39042542133681e-05	2.04895424527558e-05	4.23661019588895e-05	2.41217125958701e-05	0	0
"2974"	"ASV4944"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	NA	7.05147770877659e-05	0	4.79043022103507e-05	1.34870190990387e-05	0	0
"2975"	"ASV4945"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	"ADurb.Bin063-1"	8.02528635903813e-05	0	8.57023073077016e-05	0	0	0
"2976"	"ASV4946"	"Chloroflexi"	"Chloroflexia"	"JG30-KF-CM45"	NA	6.15192758220817e-05	0.000106414052715429	0	2.87262649236069e-05	0	0
"2977"	"ASV4947"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacteraceae"	"Conexibacter"	6.13909733113448e-05	1.63122460479877e-05	3.08694061791221e-05	6.74091381583364e-05	0	0
"2978"	"ASV4948"	"Proteobacteria"	"Deltaproteobacteria"	"Sandaracinaceae"	NA	5.22421124450121e-05	2.67940170536038e-05	5.4924659450162e-05	3.5175351523463e-05	0	0
"2979"	"ASV4949"	"Proteobacteria"	"Deltaproteobacteria"	"Archangiaceae"	"Anaeromyxobacter"	1.07150989137568e-05	6.31575219362132e-05	3.46296160556752e-05	3.70692394157665e-05	0	0
"2980"	"ASV495"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	NA	0.00125838283808288	0.000756172682598577	0.000868854024274625	0.000469627380570429	8.44681163504555e-05	0
"2981"	"ASV4952"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiaceae"	"Hyphomicrobium"	4.46753079697744e-05	5.87985039278889e-05	0.000111257275126407	0	0	0
"2982"	"ASV4953"	"Chlamydiae"	"Chlamydiae"	"Parachlamydiaceae"	"Candidatus_Protochlamydia"	0	3.77861305013623e-05	1.64221679560806e-05	0.000103053238448018	0	0
"2983"	"ASV4954"	"Bacteroidetes"	"Bacteroidia"	"Microscillaceae"	NA	6.25457280456057e-05	0	3.42683747879276e-05	0	0	3.1457786961244e-05
"2984"	"ASV4955"	"Fibrobacteres"	"Fibrobacteria"	"Fibrobacteraceae"	NA	0	0	0.000232272010109376	0	0	0
"2985"	"ASV4956"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	"Gemmata"	4.2081321965056e-05	4.08464437241416e-05	0	3.60084897730745e-05	3.9488232506713e-05	0
"2986"	"ASV496"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	0.00109933856690765	0.000828307751666398	0.000295623842269898	0.00113575354937583	8.0847165239197e-05	0
"2987"	"ASV4961"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	0	5.53300056635488e-05	4.77447515561658e-05	2.86958436975606e-05	0	0
"2988"	"ASV4962"	"Actinobacteria"	"Acidimicrobiia"	"Iamiaceae"	"Iamia"	5.77150607451014e-06	1.53665626589569e-05	2.13575366310811e-05	7.83348073270241e-05	3.81344621134119e-05	0
"2989"	"ASV4964"	"Acidobacteria"	"Blastocatellia_(Subgroup_4)"	"Blastocatellaceae"	"JGI_0001001-H03"	8.96418806866568e-06	8.80231146611176e-05	0	5.20286216654775e-05	0	0
"2990"	"ASV4965"	"Proteobacteria"	"Gammaproteobacteria"	"SC-I-84"	NA	4.03443868394214e-05	4.5616088915079e-05	0	6.31112337895378e-05	0	0
"2991"	"ASV4966"	"Chlamydiae"	"Chlamydiae"	"Parachlamydiaceae"	"Candidatus_Protochlamydia"	6.3883225975424e-05	0	5.887402788198e-05	0	0	0
"2992"	"ASV4967"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionaceae"	"OM27_clade"	5.30347286819527e-05	0	3.69234052154455e-05	4.4602752104631e-05	0	0
"2993"	"ASV4968"	"Actinobacteria"	"Actinobacteria"	"Nocardioidaceae"	"Nocardioides"	3.38816026466461e-05	1.33838947133616e-05	0.000100641328342124	6.80073931231856e-05	0	0
"2994"	"ASV4969"	"Armatimonadetes"	"Fimbriimonadia"	"Fimbriimonadaceae"	NA	1.21189189395725e-05	4.62897477883083e-05	4.39866702794385e-06	9.55484456156423e-05	2.7614610495919e-05	0
"2995"	"ASV4970"	"Proteobacteria"	"Gammaproteobacteria"	"Unknown_Family"	"Candidatus_Ovatusbacter"	0	0.000111992701875307	0	0.000110876402693438	0	0
"2996"	"ASV4972"	"Chlamydiae"	"Chlamydiae"	"Parachlamydiaceae"	NA	1.01716834862719e-05	1.67498576262102e-05	7.18561684958355e-05	3.00270744120949e-05	8.16997913931993e-06	1.28925790315095e-05
"2997"	"ASV4973"	"Chloroflexi"	"Chloroflexia"	"AKYG1722"	NA	1.86471493170482e-05	1.404099971918e-05	6.12231194089967e-05	0.00011197689009367	0	0
"2998"	"ASV4974"	"Acidobacteria"	"Subgroup_6"	"Unknown_Family"	"Luteitalea"	4.92275746021517e-05	5.06919450499316e-05	4.46146778985495e-05	0	2.46873006211171e-05	0
"2999"	"ASV4976"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	"ADurb.Bin063-1"	5.68301970825567e-05	0	1.83811002356974e-05	5.95043319059291e-05	3.83399687509518e-05	0
"3000"	"ASV4977"	"Acidobacteria"	"Subgroup_6"	"Unknown_Family"	"Vicinamibacter"	6.53439600082074e-05	5.06919450499316e-06	0.000105634766155313	0	1.19049744935921e-05	0
"3001"	"ASV498"	"Proteobacteria"	"Gammaproteobacteria"	"A21b"	NA	0.000852648669680095	0.00119766534063701	0.00038204203841046	0.000889801649330574	0.00014856194555283	0
"3002"	"ASV4982"	"Proteobacteria"	"Gammaproteobacteria"	"Solimonadaceae"	"Polycyclovorans"	9.52738229216909e-06	8.28011466178029e-05	5.77160267594586e-07	7.40254256664701e-05	0	0
"3003"	"ASV4986"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomonadaceae"	"SWB02"	5.19541824762446e-05	0	0.000237124580557443	0	1.31151284549684e-05	0
"3004"	"ASV4989"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	1.07570256823988e-05	2.55178973252604e-05	4.73096201747144e-06	0.000113688194724151	0	0
"3005"	"ASV499"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	"ADurb.Bin063-1"	0.00048790170400564	0.00166901778281926	0.000200965966178046	0.00127312344371379	0.000154908111768915	0
"3006"	"ASV4990"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaeraceae"	"SM1A02"	3.40061509932357e-05	2.80583166433779e-05	0.000109487462585896	2.79254249786657e-05	3.25985617514555e-05	0
"3007"	"ASV4991"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	"Flavisolibacter"	2.45780114010259e-05	0	0	0	0.000119674517163923	0
"3008"	"ASV4992"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiaceae"	NA	4.38583449571004e-05	0	7.19247584244273e-05	0	1.57277414711604e-05	2.78956395621116e-05
"3009"	"ASV4993"	"Acidobacteria"	"Subgroup_6"	"Unknown_Family"	NA	3.54609929078014e-05	4.44879437672391e-05	3.23209749852968e-05	3.21379721710871e-05	0	0
"3010"	"ASV4994"	"Bacteroidetes"	"Bacteroidia"	"env.OPS_17"	NA	7.13940385011526e-05	0	0	0	6.31191097049576e-05	0
"3011"	"ASV4996"	"Nitrospirae"	"Nitrospira"	"Nitrospiraceae"	"Nitrospira"	6.29140583302958e-05	4.6924991820037e-05	2.4662128834961e-05	7.67459040642871e-05	0	0
"3012"	"ASV4997"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	"Gemmatimonas"	8.88305127154644e-05	0	2.63920021676631e-05	0	0	0
"3013"	"ASV4998"	"Proteobacteria"	"Deltaproteobacteria"	"Polyangiaceae"	"Pajaroellobacter"	0	0	0	0.000210086567903477	6.17182515527926e-06	0
"3014"	"ASV4999"	"Planctomycetes"	"Planctomycetacia"	"Pirellulaceae"	NA	0	6.28755980425135e-05	6.24698087110406e-05	5.6690582701637e-05	0	0
"3015"	"ASV50"	"Bacteroidetes"	"Bacteroidia"	"env.OPS_17"	NA	6.18592328151008e-05	0.000284945893259039	0.000277464490577401	0.000270757697851875	0.00778194531123052	0.00920270607719597
"3016"	"ASV500"	"Chlamydiae"	"Chlamydiae"	"Parachlamydiaceae"	"Candidatus_Protochlamydia"	0	3.97272595931701e-05	9.39509669903277e-06	1.15696699815914e-05	0.00124485690258373	0.00185616413064785
"3017"	"ASV5001"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	NA	2.297575073707e-05	0.000117255900295284	3.80159830933632e-05	2.49554095314066e-05	0	0
"3018"	"ASV5002"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosomonadaceae"	"MND1"	1.84657592064999e-05	8.42838070407426e-05	0	2.57098830449127e-05	0	0
"3019"	"ASV5003"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillaceae"	NA	4.76370852612648e-05	3.15515157343366e-05	2.3284243948817e-05	4.34569205199758e-05	0	0
"3020"	"ASV5007"	"Proteobacteria"	"Deltaproteobacteria"	"P3OB-42"	NA	5.41967857196751e-05	9.60756406821457e-05	0	2.99752329637637e-05	2.17685021383925e-05	0
"3021"	"ASV5008"	"Bacteroidetes"	"Bacteroidia"	"env.OPS_17"	NA	0.000154274892638758	0	1.31904852632967e-05	0	0	0
"3022"	"ASV5009"	"Chloroflexi"	"Chloroflexia"	"Roseiflexaceae"	NA	3.82505012134642e-05	5.96245266296028e-05	0.00018420548869813	0	0	0
"3023"	"ASV501"	"Proteobacteria"	"Gammaproteobacteria"	"A21b"	NA	0.000338980321729158	0.00129343044494139	0.00047737877556265	0.00120993456660745	0.000127317273524572	0
"3024"	"ASV5011"	"Bacteroidetes"	"Bacteroidia"	"env.OPS_17"	NA	0	0	6.1930400685785e-05	7.7703332680413e-05	1.00292158773288e-05	0
"3025"	"ASV5012"	"Bacteroidetes"	"Bacteroidia"	"Cyclobacteriaceae"	NA	0	0	0.000248022493694639	0	4.69725975751674e-05	3.97681467701726e-05
"3026"	"ASV5013"	"Planctomycetes"	"Planctomycetacia"	"Pirellulaceae"	"Pir4_lineage"	9.11424909231681e-05	0	0.000105686408202567	0	0	0
"3027"	"ASV5014"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	7.17764351061959e-05	2.22563486234448e-05	6.51066496742026e-05	0	1.8048048613596e-05	0
"3028"	"ASV5015"	"Chloroflexi"	"Chloroflexia"	"JG30-KF-CM45"	NA	5.53402979634866e-05	3.51197897920798e-05	0	6.24086964552798e-05	0	0
"3029"	"ASV5017"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacteraceae"	"Solirubrobacter"	0	3.8211189290326e-05	0.000133632132372918	0	0	0
"3030"	"ASV5018"	"Acidobacteria"	"Acidobacteriia"	"Solibacteraceae_(Subgroup_3)"	"Candidatus_Solibacter"	0.000111098394946186	0	0	0	2.00896444579368e-05	0
"3031"	"ASV502"	"Proteobacteria"	"Alphaproteobacteria"	"Xanthobacteraceae"	NA	0.000674063838235043	0.00142483926279058	0.000212316905097082	0.00124665115838774	0	0
"3032"	"ASV5020"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaeraceae"	"AKYG587"	3.99289323280805e-05	5.23340430595966e-05	2.0422880657413e-05	3.03110984136706e-05	0	0
"3033"	"ASV5021"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	NA	6.93284764608423e-05	2.91612186588632e-05	3.08579697139941e-05	2.21805330261776e-05	0	0
"3034"	"ASV5022"	"Proteobacteria"	"Alphaproteobacteria"	"Azospirillaceae"	NA	5.35915253934511e-06	0	0	1.49311926427726e-05	2.14997783761312e-05	0.000102591074026844
"3035"	"ASV5024"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaeraceae"	NA	5.77521209912018e-05	0	1.96366242679221e-05	0	3.66572883454139e-05	4.07741050326167e-05
"3036"	"ASV5025"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	0.000119002324625349	1.27209126625035e-05	3.84503875848428e-05	0	0	0
"3037"	"ASV5027"	"Proteobacteria"	"Deltaproteobacteria"	"0319-6G20"	NA	4.98944756641835e-05	1.44938993859857e-05	3.63842052303281e-05	6.84360483857842e-05	0	0
"3038"	"ASV5028"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	0	2.04741820564268e-05	2.42461803395411e-05	7.55263179429389e-05	0	0
"3039"	"ASV5029"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacteraceae"	"Conexibacter"	2.69958499970393e-05	0.000101703909186352	4.85716028817552e-05	4.06889308231659e-05	0	0
"3040"	"ASV5030"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	"Fimbriiglobus"	3.01249460299052e-05	1.84433788270011e-05	0.000101670984387538	0	0	0
"3041"	"ASV5031"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	0	5.79968770912336e-05	0	0.000137260285915401	1.08006940217387e-05	0
"3042"	"ASV5035"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosomonadaceae"	"IS-44"	0	0	2.53950517741618e-05	0	2.01315090830853e-05	5.82238058360575e-05
"3043"	"ASV5039"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	NA	1.64645594791431e-05	2.6797524464579e-05	7.36504174751164e-06	8.74824920877426e-05	0	0
"3044"	"ASV504"	"Bacteroidetes"	"Bacteroidia"	"Microscillaceae"	NA	0.000928283621067623	0.000972211217316328	0.000275469963596702	0.00118131821237441	0.000128334317127084	0
"3045"	"ASV5040"	"Proteobacteria"	"Deltaproteobacteria"	"Haliangiaceae"	"Haliangium"	3.14762354422411e-06	6.64067911545268e-05	0	0.000144761401703338	0	0
"3046"	"ASV5043"	"Proteobacteria"	"Deltaproteobacteria"	"Sandaracinaceae"	NA	0.000105509987074513	0	0	7.34953250446366e-05	0	0
"3047"	"ASV5045"	"Bacteroidetes"	"Bacteroidia"	"Crocinitomicaceae"	"Crocinitomix"	5.85190901802466e-05	0	5.01998953952611e-05	7.80827421523295e-06	1.08006940217387e-05	1.105308811037e-05
"3048"	"ASV5046"	"Proteobacteria"	"Deltaproteobacteria"	"BIrii41"	NA	5.35478901462565e-05	2.808199943836e-05	6.854020258934e-05	0	1.64786530819789e-05	0
"3049"	"ASV5047"	"Chloroflexi"	"Anaerolineae"	"A4b"	NA	6.80068912173322e-05	2.04230488694384e-05	1.18092196939995e-05	6.57700846642711e-05	8.70908688707624e-06	8.45565852668606e-06
"3050"	"ASV5048"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	NA	6.47926881533309e-05	4.48085025439604e-05	5.69588860601133e-05	3.33124768261031e-05	0	0
"3051"	"ASV5049"	"Bacteroidetes"	"Bacteroidia"	"Microscillaceae"	NA	1.19294729558848e-05	7.9426712615912e-05	1.64414192233074e-05	1.63263915409416e-05	1.15721721661486e-05	2.94026993705795e-05
"3052"	"ASV5051"	"Acidobacteria"	"Blastocatellia_(Subgroup_4)"	"Blastocatellaceae"	"JGI_0001001-H03"	2.17964646134397e-06	0	9.57127240004282e-05	0.00013708902398198	0	0
"3053"	"ASV5053"	"Chloroflexi"	"Chloroflexia"	"Roseiflexaceae"	NA	9.14821826695738e-05	0	3.53386806145674e-05	1.56260258761041e-05	0	0
"3054"	"ASV5055"	"Bacteroidetes"	"Bacteroidia"	"Microscillaceae"	"Chryseolinea"	8.10214867934342e-05	3.56918267442499e-05	2.3472065831143e-05	0	0	0
"3055"	"ASV5056"	"Bacteroidetes"	"Bacteroidia"	"Microscillaceae"	NA	4.36851752703747e-05	2.16768226595053e-05	0	6.42318879955925e-05	0	0
"3056"	"ASV5058"	"Proteobacteria"	"Alphaproteobacteria"	"A0839"	NA	3.97660735175179e-05	1.52298276173887e-05	2.47452801211831e-05	4.94304789304262e-05	0	0
"3057"	"ASV5059"	"Proteobacteria"	"Deltaproteobacteria"	"Archangiaceae"	"Anaeromyxobacter"	8.33645950564795e-06	8.28803544223412e-05	2.62754687297289e-05	4.00217953589343e-05	0	0
"3058"	"ASV506"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosomonadaceae"	"DSSD61"	0	0	0	0	0.00186606009220434	0.00172086483298206
"3059"	"ASV5061"	"Verrucomicrobia"	"Verrucomicrobiae"	"Rubritaleaceae"	"Luteolibacter"	3.100984107003e-05	2.13359466984202e-05	8.79365684219783e-06	3.18529877586422e-05	6.17182515527926e-06	4.9495725898493e-05
"3060"	"ASV5062"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	"Fimbriiglobus"	6.71532251885476e-05	7.22560755316843e-06	3.61533961901873e-05	0	0	0
"3061"	"ASV5064"	"Bacteroidetes"	"Bacteroidia"	"Microscillaceae"	"OLB12"	6.69962654205146e-05	3.13937458198545e-05	1.50558465648461e-05	1.70362346514173e-05	0	0
"3062"	"ASV5065"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	"Terrimonas"	8.69427012835764e-05	3.87744699479546e-05	3.65011243045075e-05	0	0	0
"3063"	"ASV5066"	"Firmicutes"	"Bacilli"	"Alicyclobacillaceae"	"Tumebacillus"	1.95978520754125e-05	9.91647078432393e-05	5.32233226965537e-06	7.00170638269703e-05	0	0
"3064"	"ASV5067"	"Actinobacteria"	"Actinobacteria"	"Nocardioidaceae"	"Nocardioides"	3.37637948915928e-05	8.1831068039155e-05	6.6804903253821e-06	5.43541033454512e-05	0	0
"3065"	"ASV5068"	"Proteobacteria"	"Alphaproteobacteria"	"Reyranellaceae"	"Reyranella"	0	1.24808886392711e-05	5.26820439806122e-05	0	2.54959686526055e-05	7.13435757575595e-05
"3066"	"ASV5069"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	"Terrimonas"	0.000124581050699089	0	0	0	0	0
"3067"	"ASV507"	"Proteobacteria"	"Deltaproteobacteria"	"Sandaracinaceae"	NA	0	0	6.5467037755659e-05	0	0.00211826771884434	0.000331020033069938
"3068"	"ASV5070"	"Verrucomicrobia"	"Verrucomicrobiae"	"Chthoniobacteraceae"	"Chthoniobacter"	2.93123027089873e-05	1.55971479500891e-05	2.51881361939169e-05	2.23737149705445e-05	0	0
"3069"	"ASV5071"	"Actinobacteria"	"Actinobacteria"	"Micromonosporaceae"	"Luedemannella"	3.26779630709301e-05	4.28228845495033e-05	0.000350740508302035	0	0	0
"3070"	"ASV5072"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaeraceae"	"AKYG587"	4.13008816263856e-05	9.96473440412092e-05	0	3.51739187999678e-05	1.27222532200932e-05	0
"3071"	"ASV5073"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	NA	0	0.000102575598470752	6.59758445938981e-05	7.17795317120953e-05	0	0
"3072"	"ASV5077"	"Chloroflexi"	"Anaerolineae"	"Anaerolineaceae"	NA	8.82268610883671e-05	0	3.20638415643482e-05	0	0	0
"3073"	"ASV5078"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	3.39068149162826e-05	4.74353701001208e-05	4.21798255187581e-05	0	1.26490353994417e-05	0
"3074"	"ASV5079"	"Proteobacteria"	"Deltaproteobacteria"	"BIrii41"	NA	4.46562173455518e-05	0	1.89238480698858e-05	0	3.60401348787825e-05	0
"3075"	"ASV5080"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	NA	0	3.54843615349521e-05	0	0.00013075820627078	0	0
"3076"	"ASV5082"	"Proteobacteria"	"Deltaproteobacteria"	"Archangiaceae"	"Stigmatella"	1.82927458492318e-05	1.11665717508068e-05	6.80155362168814e-05	9.52469321377798e-05	0	0
"3077"	"ASV5083"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	NA	0	5.83285565593505e-05	8.59622869120269e-06	9.27224261528813e-05	2.50601443464314e-05	0
"3078"	"ASV5085"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiaceae"	"Roseimicrobium"	2.88268721751989e-05	3.17109045915466e-05	4.72823235098419e-05	8.12171197566735e-06	2.77732131987567e-05	0
"3079"	"ASV5086"	"Proteobacteria"	"Deltaproteobacteria"	"0319-6G20"	NA	0	4.30433395689493e-05	9.26009762200693e-06	0.000125018217305532	0	0
"3080"	"ASV5088"	"Gemmatimonadetes"	"Longimicrobia"	"Longimicrobiaceae"	NA	0	4.45200779098383e-05	3.40130618564465e-05	8.31835227461096e-05	1.54295628881982e-05	0
"3081"	"ASV5089"	"Actinobacteria"	"Acidimicrobiia"	"Ilumatobacteraceae"	"CL500-29_marine_group"	5.57130509604115e-05	0	9.64281328753791e-05	2.14175482028184e-05	0	0
"3082"	"ASV509"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiaceae"	"Massilia"	0	3.19632751279746e-05	1.8767538239403e-05	1.02841510947479e-05	0.00204398832514726	0.000601706995293861
"3083"	"ASV5090"	"Proteobacteria"	"Deltaproteobacteria"	"Haliangiaceae"	"Haliangium"	6.0024369894177e-06	0	9.66281979947478e-05	1.44836855765666e-05	1.47526835541182e-05	0
"3084"	"ASV5091"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodomicrobiaceae"	"Rhodomicrobium"	7.80316808624302e-06	0.00010934905957661	3.52133639081229e-05	3.19661109962956e-05	0	0
"3085"	"ASV5093"	"Actinobacteria"	"Actinobacteria"	"Micromonosporaceae"	"Luedemannella"	9.26363176454606e-05	8.44865750832193e-06	1.29067548706845e-05	0	9.30612128023595e-06	0
"3086"	"ASV5094"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadaceae"	"Luteimonas"	0	0	0	0	0.00014135011747337	0
